MySQL connected successfully.
Server running on port 4000
[2026-05-25T20:35:50.510Z] GET /api/leads/newsletter-subscribers
[2026-05-25T20:35:50.511Z] GET /api/auth/me
[2026-05-25T20:35:50.519Z] GET /api/leads/project-requests
[2026-05-25T20:35:50.522Z] GET /api/leads/contact-leads
[2026-05-25T20:35:50.523Z] GET /api/leads/newsletter-subscribers
[2026-05-25T20:35:50.558Z] GET /api/leads/project-requests
[2026-05-25T20:35:50.559Z] GET /api/leads/contact-leads
[2026-05-25T20:35:50.561Z] GET /api/leads/newsletter-subscribers
[2026-05-25T20:35:50.568Z] GET /api/leads/contact-leads
[2026-05-25T20:35:50.570Z] GET /api/leads/project-requests
[2026-05-25T20:35:50.573Z] GET /api/leads/newsletter-subscribers
[2026-05-25T20:35:51.317Z] GET /api/page-seo
[2026-05-25T20:35:51.320Z] GET /api/dashboard/posts
[2026-05-25T20:35:51.322Z] GET /api/auth/me
[2026-05-25T20:35:51.384Z] GET /api/dashboard/posts
[2026-05-25T20:35:51.423Z] GET /api/dashboard/posts
[2026-05-25T20:35:51.446Z] GET /api/dashboard/posts
[2026-05-25T20:35:52.313Z] GET /api/page-seo
[2026-05-25T20:35:52.316Z] GET /api/dashboard/posts
[2026-05-25T20:35:52.320Z] GET /api/auth/me
[2026-05-25T20:35:52.359Z] GET /api/dashboard/posts
[2026-05-25T20:35:52.399Z] GET /api/dashboard/posts
[2026-05-25T20:35:52.432Z] GET /api/dashboard/posts
[2026-05-25T20:35:54.022Z] GET /api/page-seo
[2026-05-25T20:35:54.024Z] GET /api/dashboard/posts
[2026-05-25T20:35:54.024Z] GET /api/auth/me
[2026-05-25T20:35:54.069Z] GET /api/dashboard/posts
[2026-05-25T20:35:54.098Z] GET /api/dashboard/posts
[2026-05-25T20:35:54.123Z] GET /api/dashboard/posts
[2026-05-25T20:35:56.253Z] GET /api/page-seo
[2026-05-25T20:35:56.254Z] GET /api/content
[2026-05-25T20:35:56.256Z] GET /api/auth/me
[2026-05-25T20:35:56.265Z] GET /api/content
[2026-05-25T20:35:56.293Z] GET /api/content
[2026-05-25T20:35:56.298Z] GET /api/content
[2026-05-25T20:35:57.436Z] GET /api/page-seo
[2026-05-25T20:35:57.440Z] GET /api/auth/me
[2026-05-25T20:37:08.723Z] GET /api/page-seo
[2026-05-25T20:37:08.781Z] GET /api/auth/me
[2026-05-25T20:37:10.051Z] GET /api/page-seo
[2026-05-25T20:37:10.054Z] GET /api/leads/project-requests
[2026-05-25T20:37:10.056Z] GET /api/leads/contact-leads
[2026-05-25T20:37:10.057Z] GET /api/leads/newsletter-subscribers
[2026-05-25T20:37:10.058Z] GET /api/auth/me
[2026-05-25T20:37:10.069Z] GET /api/leads/project-requests
[2026-05-25T20:37:10.070Z] GET /api/leads/contact-leads
[2026-05-25T20:37:10.072Z] GET /api/leads/newsletter-subscribers
[2026-05-25T20:37:10.098Z] GET /api/leads/project-requests
[2026-05-25T20:37:10.099Z] GET /api/leads/contact-leads
[2026-05-25T20:37:10.100Z] GET /api/leads/newsletter-subscribers
[2026-05-25T20:37:10.106Z] GET /api/leads/project-requests
[2026-05-25T20:37:10.108Z] GET /api/leads/contact-leads
[2026-05-25T20:37:10.109Z] GET /api/leads/newsletter-subscribers
[2026-05-25T20:37:11.146Z] GET /api/page-seo
[2026-05-25T20:37:11.147Z] GET /api/dashboard/posts
[2026-05-25T20:37:11.149Z] GET /api/auth/me
[2026-05-25T20:37:11.191Z] GET /api/dashboard/posts
[2026-05-25T20:37:11.217Z] GET /api/dashboard/posts
[2026-05-25T20:37:11.242Z] GET /api/dashboard/posts
[2026-05-25T20:37:11.883Z] GET /api/page-seo
[2026-05-25T20:37:11.884Z] GET /api/dashboard/posts
[2026-05-25T20:37:11.885Z] GET /api/auth/me
[2026-05-25T20:37:11.921Z] GET /api/dashboard/posts
[2026-05-25T20:37:11.944Z] GET /api/dashboard/posts
[2026-05-25T20:37:11.969Z] GET /api/dashboard/posts
[2026-05-25T20:37:15.651Z] GET /api/page-seo
[2026-05-25T20:37:15.652Z] GET /api/dashboard/posts
[2026-05-25T20:37:15.655Z] GET /api/auth/me
[2026-05-25T20:37:15.688Z] GET /api/dashboard/posts
[2026-05-25T20:37:15.713Z] GET /api/dashboard/posts
[2026-05-25T20:37:15.736Z] GET /api/dashboard/posts
[2026-05-25T20:37:19.812Z] GET /api/dashboard/posts
[2026-05-25T20:37:19.813Z] GET /api/page-seo
[2026-05-25T20:37:19.814Z] GET /api/page-seo
[2026-05-25T20:37:19.816Z] GET /api/auth/me
[2026-05-25T20:37:19.823Z] GET /api/page-seo
[2026-05-25T20:37:19.850Z] GET /api/dashboard/posts
[2026-05-25T20:37:19.881Z] GET /api/dashboard/posts
[2026-05-25T20:37:19.887Z] GET /api/page-seo
[2026-05-25T20:37:19.896Z] GET /api/page-seo
[2026-05-25T20:37:19.921Z] GET /api/dashboard/posts
[2026-05-25T20:37:33.297Z] GET /api/page-seo
[2026-05-25T20:37:33.304Z] GET /api/auth/me
[2026-05-25T20:37:36.698Z] GET /api/page-seo
[2026-05-25T20:37:36.701Z] GET /api/leads/project-requests
[2026-05-25T20:37:36.703Z] GET /api/leads/contact-leads
[2026-05-25T20:37:36.705Z] GET /api/leads/newsletter-subscribers
[2026-05-25T20:37:36.707Z] GET /api/auth/me
[2026-05-25T20:37:36.718Z] GET /api/leads/project-requests
[2026-05-25T20:37:36.722Z] GET /api/leads/contact-leads
[2026-05-25T20:37:36.724Z] GET /api/leads/newsletter-subscribers
[2026-05-25T20:37:36.751Z] GET /api/leads/project-requests
[2026-05-25T20:37:36.752Z] GET /api/leads/contact-leads
[2026-05-25T20:37:36.753Z] GET /api/leads/newsletter-subscribers
[2026-05-25T20:37:36.759Z] GET /api/leads/project-requests
[2026-05-25T20:37:36.760Z] GET /api/leads/newsletter-subscribers
[2026-05-25T20:37:36.761Z] GET /api/leads/contact-leads
[2026-05-25T20:37:43.014Z] GET /api/page-seo
[2026-05-25T20:37:43.015Z] GET /api/leads/project-requests
[2026-05-25T20:37:43.016Z] GET /api/leads/contact-leads
[2026-05-25T20:37:43.019Z] GET /api/leads/newsletter-subscribers
[2026-05-25T20:37:43.025Z] GET /api/auth/me
[2026-05-25T20:37:43.028Z] GET /api/leads/project-requests
[2026-05-25T20:37:43.029Z] GET /api/leads/contact-leads
[2026-05-25T20:37:43.030Z] GET /api/leads/newsletter-subscribers
[2026-05-25T20:37:43.062Z] GET /api/leads/project-requests
[2026-05-25T20:37:43.063Z] GET /api/leads/contact-leads
[2026-05-25T20:37:43.064Z] GET /api/leads/newsletter-subscribers
[2026-05-25T20:37:43.069Z] GET /api/leads/project-requests
[2026-05-25T20:37:43.070Z] GET /api/leads/contact-leads
[2026-05-25T20:37:43.071Z] GET /api/leads/newsletter-subscribers
[2026-05-25T20:37:48.821Z] GET /api/page-seo
[2026-05-25T20:37:48.823Z] GET /api/leads/project-requests
[2026-05-25T20:37:48.824Z] GET /api/leads/contact-leads
[2026-05-25T20:37:48.825Z] GET /api/leads/newsletter-subscribers
[2026-05-25T20:37:48.832Z] GET /api/auth/me
[2026-05-25T20:37:48.836Z] GET /api/leads/contact-leads
[2026-05-25T20:37:48.838Z] GET /api/leads/project-requests
[2026-05-25T20:37:48.839Z] GET /api/leads/newsletter-subscribers
[2026-05-25T20:37:48.860Z] GET /api/leads/project-requests
[2026-05-25T20:37:48.861Z] GET /api/leads/contact-leads
[2026-05-25T20:37:48.862Z] GET /api/leads/newsletter-subscribers
[2026-05-25T20:37:48.866Z] GET /api/leads/project-requests
[2026-05-25T20:37:48.867Z] GET /api/leads/contact-leads
[2026-05-25T20:37:48.868Z] GET /api/leads/newsletter-subscribers
[2026-05-25T20:37:53.595Z] GET /api/page-seo
[2026-05-25T20:37:53.597Z] GET /api/auth/me
[2026-05-25T20:37:57.229Z] GET /api/page-seo
[2026-05-25T20:37:57.231Z] GET /api/dashboard/posts
[2026-05-25T20:37:57.232Z] GET /api/page-seo
[2026-05-25T20:37:57.233Z] GET /api/auth/me
[2026-05-25T20:37:57.239Z] GET /api/page-seo
[2026-05-25T20:37:57.281Z] GET /api/dashboard/posts
[2026-05-25T20:37:57.292Z] GET /api/page-seo
[2026-05-25T20:37:57.317Z] GET /api/dashboard/posts
[2026-05-25T20:37:57.322Z] GET /api/page-seo
[2026-05-25T20:37:57.344Z] GET /api/dashboard/posts
[2026-05-25T20:38:00.543Z] GET /api/page-seo
[2026-05-25T20:38:00.545Z] GET /api/career/jobs
[2026-05-25T20:38:00.546Z] GET /api/career/applications
[2026-05-25T20:38:00.548Z] GET /api/auth/me
[2026-05-25T20:38:00.554Z] GET /api/career/applications
[2026-05-25T20:38:00.557Z] GET /api/career/jobs
[2026-05-25T20:38:00.587Z] GET /api/career/jobs
[2026-05-25T20:38:00.588Z] GET /api/career/applications
[2026-05-25T20:38:00.592Z] GET /api/career/jobs
[2026-05-25T20:38:00.593Z] GET /api/career/applications
[2026-05-25T20:38:04.300Z] GET /api/page-seo
[2026-05-25T20:38:04.303Z] GET /api/auth/me
[2026-05-25T20:38:08.954Z] GET /api/page-seo
[2026-05-25T20:38:08.955Z] GET /api/auth/me
[2026-05-25T20:51:26.979Z] POST /api/auth/login
[2026-05-25T20:51:27.672Z] GET /api/page-seo
[2026-05-25T20:51:27.680Z] GET /api/auth/me
[2026-05-25T20:51:27.697Z] GET /api/auth/me
[2026-05-25T20:51:27.776Z] GET /api/leads/project-requests
[2026-05-25T20:51:27.778Z] GET /api/leads/contact-leads
[2026-05-25T20:51:27.779Z] GET /api/leads/newsletter-subscribers
[2026-05-25T20:51:27.792Z] GET /api/leads/project-requests
[2026-05-25T20:51:27.795Z] GET /api/leads/contact-leads
[2026-05-25T20:51:27.797Z] GET /api/leads/newsletter-subscribers
[2026-05-25T20:51:34.558Z] GET /api/page-seo
[2026-05-25T20:51:34.564Z] GET /api/page-seo
[2026-05-25T20:51:34.709Z] GET /api/posts
[2026-05-25T20:51:34.751Z] GET /api/posts
[2026-05-25T20:51:38.981Z] GET /api/page-seo
[2026-05-25T20:51:38.990Z] GET /api/page-seo
[2026-05-25T20:51:39.048Z] GET /api/posts
[2026-05-25T20:51:39.079Z] GET /api/posts
[2026-05-25T20:51:42.588Z] GET /api/page-seo
[2026-05-25T20:51:46.425Z] GET /api/page-seo
[2026-05-25T20:51:46.430Z] GET /api/page-seo
[2026-05-25T20:51:47.357Z] GET /api/page-seo
[2026-05-25T20:51:47.363Z] GET /api/page-seo
[2026-05-25T20:51:48.030Z] GET /api/page-seo
[2026-05-25T20:51:48.035Z] GET /api/page-seo
[2026-05-25T20:51:48.831Z] GET /api/page-seo
[2026-05-25T20:51:48.837Z] GET /api/page-seo
[2026-05-25T20:51:49.372Z] GET /api/page-seo
[2026-05-25T20:51:49.377Z] GET /api/page-seo
[2026-05-25T20:56:54.801Z] GET /api/page-seo
[2026-05-25T20:56:54.805Z] GET /api/page-seo
[2026-05-25T20:56:58.758Z] GET /api/page-seo
[2026-05-25T20:56:58.763Z] GET /api/page-seo
[2026-05-25T21:02:35.124Z] GET /api/page-seo
[2026-05-25T21:02:35.130Z] GET /api/page-seo
[2026-05-25T21:02:42.856Z] GET /api/page-seo
[2026-05-25T21:02:42.864Z] GET /api/page-seo
[2026-05-25T21:02:43.621Z] GET /api/page-seo
[2026-05-25T21:02:43.627Z] GET /api/page-seo
[2026-05-25T21:02:44.222Z] GET /api/page-seo
[2026-05-25T21:02:44.228Z] GET /api/page-seo
[2026-05-25T21:02:44.786Z] GET /api/page-seo
[2026-05-25T21:02:44.793Z] GET /api/page-seo
[2026-05-25T21:04:39.259Z] GET /api/page-seo
[2026-05-25T21:04:39.265Z] GET /api/page-seo
[2026-05-25T21:04:39.830Z] GET /api/page-seo
[2026-05-25T21:04:39.835Z] GET /api/page-seo
[2026-05-25T21:04:40.372Z] GET /api/page-seo
[2026-05-25T21:04:40.377Z] GET /api/page-seo
[2026-05-25T21:04:40.848Z] GET /api/page-seo
[2026-05-25T21:04:40.854Z] GET /api/page-seo
[2026-05-25T21:04:41.576Z] GET /api/page-seo
[2026-05-25T21:04:41.580Z] GET /api/page-seo
[2026-05-25T21:05:48.906Z] GET /api/page-seo
[2026-05-25T21:05:48.911Z] GET /api/page-seo
[2026-05-25T21:05:49.860Z] GET /api/page-seo
[2026-05-25T21:05:49.866Z] GET /api/page-seo
[2026-05-25T21:05:50.734Z] GET /api/page-seo
[2026-05-25T21:05:50.741Z] GET /api/page-seo
[2026-05-25T21:05:51.400Z] GET /api/page-seo
[2026-05-25T21:05:51.405Z] GET /api/page-seo
[2026-05-25T21:05:51.856Z] GET /api/page-seo
[2026-05-25T21:05:51.864Z] GET /api/page-seo
[2026-05-25T21:06:11.046Z] GET /api/page-seo
[2026-05-25T21:06:11.052Z] GET /api/page-seo
[2026-05-25T21:06:11.586Z] GET /api/page-seo
[2026-05-25T21:06:11.590Z] GET /api/page-seo
[2026-05-25T21:06:12.073Z] GET /api/page-seo
[2026-05-25T21:06:12.078Z] GET /api/page-seo
[2026-05-25T21:06:12.542Z] GET /api/page-seo
[2026-05-25T21:06:12.548Z] GET /api/page-seo
[2026-05-25T21:08:22.747Z] GET /api/page-seo
[2026-05-25T21:08:22.757Z] GET /api/page-seo
[2026-05-25T21:08:22.850Z] GET /api/posts
[2026-05-25T21:08:22.891Z] GET /api/posts
[2026-05-25T21:08:28.303Z] GET /api/page-seo
[2026-05-25T21:08:28.312Z] GET /api/page-seo
[2026-05-25T21:08:35.125Z] GET /api/page-seo
[2026-05-25T21:08:35.132Z] GET /api/page-seo
[2026-05-25T21:08:35.661Z] GET /api/page-seo
[2026-05-25T21:08:35.668Z] GET /api/page-seo
[2026-05-25T21:08:36.320Z] GET /api/page-seo
[2026-05-25T21:08:36.331Z] GET /api/page-seo
[2026-05-25T21:08:36.540Z] GET /api/categories
[2026-05-25T21:08:36.550Z] GET /api/posts
[2026-05-25T21:08:36.559Z] GET /api/categories
[2026-05-25T21:08:36.563Z] GET /api/categories
[2026-05-25T21:08:36.567Z] GET /api/categories
[2026-05-25T21:08:36.600Z] GET /api/posts
[2026-05-25T21:08:36.908Z] GET /api/page-seo
[2026-05-25T21:08:36.917Z] GET /api/page-seo
[2026-05-25T21:08:55.189Z] GET /api/page-seo
[2026-05-25T21:08:55.195Z] GET /api/page-seo
[2026-05-25T21:08:55.919Z] GET /api/page-seo
[2026-05-25T21:08:55.924Z] GET /api/page-seo
[2026-05-25T21:08:56.082Z] GET /api/career/jobs
[2026-05-25T21:08:56.086Z] GET /api/career/jobs
[2026-05-25T21:08:56.473Z] GET /api/page-seo
[2026-05-25T21:08:56.477Z] GET /api/page-seo
[2026-05-25T21:08:56.981Z] GET /api/page-seo
[2026-05-25T21:08:56.986Z] GET /api/page-seo
[2026-05-25T21:08:57.431Z] GET /api/page-seo
[2026-05-25T21:08:57.436Z] GET /api/page-seo
[2026-05-25T21:09:15.898Z] GET /api/page-seo
[2026-05-25T21:09:15.904Z] GET /api/page-seo
[2026-05-25T21:09:17.894Z] GET /api/page-seo
[2026-05-25T21:09:17.900Z] GET /api/page-seo
[2026-05-25T21:09:18.527Z] GET /api/page-seo
[2026-05-25T21:09:18.531Z] GET /api/page-seo
[2026-05-25T21:09:18.963Z] GET /api/page-seo
[2026-05-25T21:09:18.969Z] GET /api/page-seo
[2026-05-25T21:09:19.377Z] GET /api/page-seo
[2026-05-25T21:09:19.382Z] GET /api/page-seo
[2026-05-25T21:10:39.005Z] GET /api/page-seo
[2026-05-25T21:10:39.011Z] GET /api/page-seo
[2026-05-25T21:11:37.606Z] GET /api/page-seo
[2026-05-25T21:11:37.612Z] GET /api/page-seo
[2026-05-25T21:15:30.611Z] GET /api/page-seo
[2026-05-25T21:15:30.616Z] GET /api/page-seo
[2026-05-25T21:15:34.661Z] GET /api/page-seo
[2026-05-25T21:15:34.666Z] GET /api/page-seo
[2026-05-25T21:15:38.224Z] GET /api/page-seo
[2026-05-25T21:15:38.232Z] GET /api/page-seo
[2026-05-25T21:15:38.406Z] GET /api/page-seo
[2026-05-25T21:15:38.407Z] GET /api/posts
[2026-05-25T21:15:38.410Z] GET /api/page-seo
[2026-05-25T21:15:38.439Z] GET /api/posts
[2026-05-25T21:15:47.073Z] GET /api/page-seo
[2026-05-25T21:15:47.091Z] GET /api/page-seo
[2026-05-25T21:15:56.272Z] GET /api/page-seo
[2026-05-25T21:15:56.276Z] GET /api/page-seo
[2026-05-25T21:16:11.908Z] GET /api/page-seo
[2026-05-25T21:16:11.913Z] GET /api/page-seo
[2026-05-25T21:16:12.557Z] GET /api/page-seo
[2026-05-25T21:16:12.565Z] GET /api/page-seo
[2026-05-25T21:16:13.026Z] GET /api/page-seo
[2026-05-25T21:16:13.031Z] GET /api/page-seo
[2026-05-25T21:16:13.407Z] GET /api/page-seo
[2026-05-25T21:16:13.411Z] GET /api/page-seo
[2026-05-25T21:16:14.381Z] GET /api/page-seo
[2026-05-25T21:16:14.386Z] GET /api/page-seo
[2026-05-25T21:18:16.849Z] GET /api/page-seo
[2026-05-25T21:18:16.864Z] GET /api/page-seo
[2026-05-25T21:20:00.371Z] GET /api/page-seo
[2026-05-25T21:20:00.377Z] GET /api/page-seo
[2026-05-25T21:20:00.452Z] GET /api/posts
[2026-05-25T21:20:00.493Z] GET /api/posts
[2026-05-25T21:43:42.166Z] GET /api/posts
[2026-05-25T21:43:42.244Z] GET /api/posts
